,stop_id,stop_name,geometry,relative_position
0,80427,APU / Citrus College Station,POINT (-117.891636 34.136814),0.003371508532280117
1,80426,Azusa Downtown Station,POINT (-117.906631 34.135863),0.032594462729429466
2,80425,Irwindale Station,POINT (-117.932506 34.129048),0.08448606609274255
3,80424,Duarte / City of Hope Station,POINT (-117.96768 34.132518),0.15388278726953675
4,80423,Monrovia Station,POINT (-118.003473 34.133155),0.2232830118552513
5,80422,Arcadia Station,POINT (-118.029199 34.14286),0.27692637955680555
6,80421,Sierra Madre Villa Station,POINT (-118.081212 34.147752),0.3807289832709503
7,80420,Allen Station,POINT (-118.114348 34.152417),0.44708574185501204
8,80419,Lake Station,POINT (-118.13139 34.151806),0.4800919280630693
9,80418,Memorial Park Station,POINT (-118.147512 34.148356),0.5151372930037271
10,80417,Del Mar Station,POINT (-118.148214 34.14191),0.5279527714378434
11,80416,Fillmore Station,POINT (-118.148126 34.133521),0.5441878444715397
12,80415,South Pasadena Station,POINT (-118.157886 34.115186),0.5881884133470302
13,80414,Highland Park Station,POINT (-118.192606 34.111179),0.6585101463844455
14,80413,Southwest Museum Station,POINT (-118.206712 34.098243),0.6985553769542769
15,80412,Heritage Square / Arroyo Station,POINT (-118.213213 34.087227),0.7248077380129767
16,80411,Lincoln Heights / Cypress Park Station,POINT (-118.220429 34.080949),0.7433438625533337
17,80410,Chinatown Station,POINT (-118.23584 34.063861),0.7903689071952851
18,80409,Union Station - Metro Gold Line,POINT (-118.234759 34.056061),0.808575233966434
19,80408,Little Tokyo / Arts District Station,POINT (-118.237901 34.0501),0.8245798952000292
20,80407,Pico / Aliso Station,POINT (-118.22594 34.047634),0.8498702817039394
21,80406,Mariachi Plaza / Boyle Heights Station,POINT (-118.219648 34.047215),0.8620696597071749
22,80405,Soto Station,POINT (-118.210061 34.043747),0.8820415857003476
23,80404,Indiana Station,POINT (-118.192182 34.0343),0.922562588365266
24,80403,Maravilla Station,POINT (-118.16814 34.033319),0.9708352019207138
25,80402,East LA Civic Center Station,POINT (-118.161206 34.033364),0.984250765759932
26,80401,Atlantic Station,POINT (-118.154469 34.033398),0.9972853669997076
